Level,Date and Time,Source,Event ID,Task Category
Information,04/07/2018 10:42:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Getstarted_6.13.11581.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,04/07/2018 10:42:28,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.271.460.0)
Information,04/07/2018 10:42:15,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,04/07/2018 10:42:15,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,04/07/2018 10:42:15,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,04/07/2018 10:42:10,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.271.460.0)
Information,04/07/2018 10:41:56,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Error,04/07/2018 10:41:35,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,04/07/2018 10:39:05,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,04/07/2018 10:38:52,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎04T08:38:52.587065500Z from ‎2018‎-‎07‎-‎04T08:38:52.587077900Z.

Change Reason: An application or system component changed the time."
Information,04/07/2018 10:38:52,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎04T08:38:52.585036100Z from ‎2018‎-‎07‎-‎04T08:38:52.585050300Z.

Change Reason: An application or system component changed the time."
Information,04/07/2018 10:38:52,Microsoft-Windows-Time-Service,35,None,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.140.65.84:123) with reference id 1413581875. Current local stratum number is 3."
Information,04/07/2018 10:38:52,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎04T08:38:52.583976000Z from ‎2018‎-‎07‎-‎04T08:38:49.752782500Z.

Change Reason: An application or system component changed the time."
Information,04/07/2018 10:38:44,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.140.65.84:123)."
Warning,04/07/2018 10:38:39,Microsoft-Windows-Time-Service,134,None,"NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)"
Information,04/07/2018 10:38:35,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎07‎-‎02T16:09:08.820134900Z
Wake Time: ‎2018‎-‎07‎-‎04T08:38:33.204916300Z

Wake Source: Unknown"
Error,04/07/2018 10:38:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,04/07/2018 10:38:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,04/07/2018 10:38:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,04/07/2018 10:38:33,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,04/07/2018 10:38:33,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,04/07/2018 10:38:33,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Warning,04/07/2018 10:38:33,Microsoft-Windows-Time-Service,134,None,"NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)"
Information,04/07/2018 10:38:33,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,04/07/2018 10:38:33,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,04/07/2018 10:38:33,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,04/07/2018 10:38:33,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,04/07/2018 10:38:33,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,04/07/2018 10:38:31,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎04T08:38:31.500000000Z from ‎2018‎-‎07‎-‎02T16:09:17.683903300Z.

Change Reason: System time synchronized with the hardware clock."
Information,02/07/2018 18:09:17,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,04/07/2018 10:38:32,EventLog,6013,None,The system uptime is 1474975 seconds.
Information,02/07/2018 18:09:16,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,02/07/2018 18:09:06,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,02/07/2018 18:09:06,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,02/07/2018 18:09:02,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Information,02/07/2018 18:08:59,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,02/07/2018 18:05:10,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,02/07/2018 17:48:54,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name mtalk.google.com timed out after none of the configured DNS servers responded.
Information,02/07/2018 17:39:46,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error,02/07/2018 17:29:55,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02/07/2018 17:29:46,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Mouse."
Error,02/07/2018 17:29:44,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02/07/2018 17:20:15,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Information,02/07/2018 17:19:05,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.140.65.84:123)."
Error,02/07/2018 17:19:00,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,02/07/2018 17:19:00,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,02/07/2018 17:19:00,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02/07/2018 17:18:59,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,02/07/2018 17:18:58,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎07‎-‎02T15:18:32.419235400Z
Wake Time: ‎2018‎-‎07‎-‎02T15:18:56.677567100Z

Wake Source: Unknown"
Error,02/07/2018 17:18:57,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {F9D56E57-600D-4A91-ACF6-D434836E61B9}, had event Fatal error: The miniport has failed a power transition to operational power"
Warning,02/07/2018 17:18:57,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,02/07/2018 17:18:57,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,02/07/2018 17:18:56,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,02/07/2018 17:18:56,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,02/07/2018 17:18:56,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
