Level,Date and Time,Source,Event ID,Task Category
Error,14/06/2018 15:46:50,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,14/06/2018 15:46:48,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Lid."
Warning,14/06/2018 14:29:24,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name www.google.de timed out after none of the configured DNS servers responded.
Information,14/06/2018 14:24:43,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 13 keys and creating 2 modified pages.
Error,14/06/2018 14:15:47,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,14/06/2018 14:14:22,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,14/06/2018 14:04:39,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.269.1239.0)
Information,14/06/2018 14:04:28,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.269.1239.0)
Information,14/06/2018 14:04:28,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,14/06/2018 14:04:26,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 4 keys and creating 1 modified pages.
Error,14/06/2018 13:58:20,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,14/06/2018 13:57:15,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,14/06/2018 13:55:02,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Windows Malicious Software Removal Tool x64 - June 2018 (KB890830)
Information,14/06/2018 13:54:42,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,14/06/2018 13:54:18,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎06‎-‎13T11:40:35.267874600Z
Wake Time: ‎2018‎-‎06‎-‎14T11:54:16.670907800Z

Wake Source: Unknown"
Error,14/06/2018 13:54:18,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,14/06/2018 13:54:18,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,14/06/2018 13:54:18,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,14/06/2018 13:54:17,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Error,14/06/2018 13:54:16,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {F9D56E57-600D-4A91-ACF6-D434836E61B9}, had event Fatal error: The miniport has failed a power transition to operational power"
Warning,14/06/2018 13:54:16,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,14/06/2018 13:54:16,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,14/06/2018 13:54:16,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,14/06/2018 13:54:16,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,14/06/2018 13:54:16,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,14/06/2018 13:54:16,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,14/06/2018 13:54:16,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Warning,14/06/2018 13:54:15,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Warning,14/06/2018 13:54:15,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Information,14/06/2018 13:54:14,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎14T11:54:14.500000000Z from ‎2018‎-‎06‎-‎13T11:40:42.954011800Z.

Change Reason: System time synchronized with the hardware clock."
Information,13/06/2018 13:40:42,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,14/06/2018 13:54:15,EventLog,6013,None,The system uptime is 703234 seconds.
Information,13/06/2018 13:40:41,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Warning,13/06/2018 13:40:39,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Warning,13/06/2018 13:40:39,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Information,13/06/2018 13:40:35,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,13/06/2018 13:40:35,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,13/06/2018 13:40:34,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Information,13/06/2018 13:40:30,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,13/06/2018 13:31:42,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Windows Malicious Software Removal Tool x64 - June 2018 (KB890830)
Information,13/06/2018 13:28:46,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,13/06/2018 13:27:49,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 2018-06 Cumulative Update for Windows 10 Version 1803 for x64-based Systems (KB4284835)
Information,13/06/2018 13:10:48,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,13/06/2018 12:58:21,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name www.google.de timed out after none of the configured DNS servers responded.
Error,13/06/2018 12:55:07,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,13/06/2018 12:55:06,Service Control Manager,7040,None,The start type of the Touch Keyboard and Handwriting Panel Service service was changed from demand start to auto start.
Information,13/06/2018 12:54:57,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 470 keys and creating 78 modified pages.
Information,13/06/2018 12:54:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,13/06/2018 12:54:46,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎06‎-‎13T07:32:53.498893600Z
Wake Time: ‎2018‎-‎06‎-‎13T10:54:44.213271400Z

Wake Source: Unknown"
Error,13/06/2018 12:54:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,13/06/2018 12:54:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,13/06/2018 12:54:45,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name fp.msedge.net timed out after none of the configured DNS servers responded.
Error,13/06/2018 12:54:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,13/06/2018 12:54:44,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,13/06/2018 12:54:44,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,13/06/2018 12:54:44,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 15639 keys and creating 1451 modified pages.
Information,13/06/2018 12:54:44,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,13/06/2018 12:54:44,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,13/06/2018 12:54:44,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,13/06/2018 12:54:44,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,13/06/2018 12:54:44,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,13/06/2018 12:54:44,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,13/06/2018 12:54:42,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎13T10:54:42.500000000Z from ‎2018‎-‎06‎-‎13T07:33:00.883750000Z.

Change Reason: System time synchronized with the hardware clock."
Information,13/06/2018 09:33:00,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,13/06/2018 12:54:43,EventLog,6013,None,The system uptime is 613262 seconds.
Information,13/06/2018 09:32:59,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,13/06/2018 09:32:53,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,13/06/2018 09:32:53,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,13/06/2018 09:32:52,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Information,13/06/2018 09:31:24,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13/06/2018 09:31:24,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,13/06/2018 09:31:24,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.269.1157.0)
Information,13/06/2018 09:31:00,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.269.1157.0)
Information,13/06/2018 09:30:53,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Error,13/06/2018 09:30:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,13/06/2018 09:28:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,13/06/2018 09:28:23,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver wpdfs.inf_amd64_863b4f7bd336d637 for Device Instance ID SWD\WPDBUSENUM\_??_USBSTOR#DISK&VEN_TOSHIBA&PROD_TRANSMEMORY&REV_1.00#54B80A3FA779C1517002FC58&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B} with the following status: 0x0.
Information,13/06/2018 09:28:23,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service WUDFWpdFs for Device Instance ID SWD\WPDBUSENUM\_??_USBSTOR#DISK&VEN_TOSHIBA&PROD_TRANSMEMORY&REV_1.00#54B80A3FA779C1517002FC58&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B} with the following status: 0.
Information,13/06/2018 09:28:23,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  WUDFWpdFs
Service File Name:  \SystemRoot\system32\DRIVERS\WUDFRd.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,13/06/2018 09:28:23,Microsoft-Windows-DriverFrameworks-UserMode,10100,Installation or update of device drivers.,The driver package installation has succeeded.
Information,13/06/2018 09:28:23,Microsoft-Windows-DriverFrameworks-UserMode,10001,Installation or update of device drivers.,The UMDF service WpdFs (CLSID {112DE495-AC4C-46F8-B663-6A4266C53313}) was installed.  It requires framework version 2.25.0 or higher.
Information,13/06/2018 09:28:23,Microsoft-Windows-DriverFrameworks-UserMode,10000,Installation or update of device drivers.,A driver package which uses user-mode driver framework version 2.25.0 is being installed on device SWD\WPDBUSENUM\_??_USBSTOR#DISK&VEN_TOSHIBA&PROD_TRANSMEMORY&REV_1.00#54B80A3FA779C1517002FC58&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}.
Information,13/06/2018 09:28:23,Microsoft-Windows-WPDClassInstaller,24579,Driver Post-Install Configuration,Autoplay registration was skipped for device %1.
Information,13/06/2018 09:28:23,Microsoft-Windows-WPDClassInstaller,24577,Driver Post-Install Configuration,"Media player and imaging program compatibility layers were successfully registered for device %1. Layer bits %2 were requested, layer bits %3 were registered."
Information,13/06/2018 09:28:23,Microsoft-Windows-WPDClassInstaller,24576,Driver Installation,Drivers were successfully installed for device WPD Device.
Information,13/06/2018 09:27:41,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎06‎-‎12T17:28:16.337944200Z
Wake Time: ‎2018‎-‎06‎-‎13T07:27:39.080886900Z

Wake Source: Unknown"
Error,13/06/2018 09:27:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,13/06/2018 09:27:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,13/06/2018 09:27:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,13/06/2018 09:27:39,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,13/06/2018 09:27:39,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,13/06/2018 09:27:39,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,13/06/2018 09:27:39,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,13/06/2018 09:27:39,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,13/06/2018 09:27:39,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,13/06/2018 09:27:39,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,13/06/2018 09:27:39,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Warning,13/06/2018 09:27:38,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Warning,13/06/2018 09:27:38,Win32k,701,None,Power Manager has not requested suppresion of all input (INPUT_SUPPRESS_REQUEST=0)
Information,13/06/2018 09:27:37,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎13T07:27:37.500000000Z from ‎2018‎-‎06‎-‎12T17:28:23.728661600Z.

Change Reason: System time synchronized with the hardware clock."
Information,12/06/2018 19:28:23,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/06/2018 19:28:22,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Warning,12/06/2018 19:28:18,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Warning,12/06/2018 19:28:18,Win32k,700,None,Power Manager has requested suppresion of all input (INPUT_SUPPRESS_REQUEST=1)
Information,12/06/2018 19:28:16,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,12/06/2018 19:28:16,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,12/06/2018 19:28:15,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Error,12/06/2018 19:28:14,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 19:28:14,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 19:28:14,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 19:28:14,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 19:28:14,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 19:28:14,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Information,12/06/2018 19:28:14,Service Control Manager,7040,None,The start type of the Touch Keyboard and Handwriting Panel Service service was changed from auto start to demand start.
Information,12/06/2018 19:28:12,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,12/06/2018 19:21:22,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Keyboard."
Error,12/06/2018 19:21:21,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 19:11:07,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,12/06/2018 19:11:06,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Information,12/06/2018 19:04:49,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Mouse."
Error,12/06/2018 19:04:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 18:40:27,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,12/06/2018 18:40:25,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Information,12/06/2018 18:34:54,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Mouse."
Error,12/06/2018 18:34:53,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 18:33:44,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,12/06/2018 18:33:42,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Warning,12/06/2018 18:32:11,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 547037 seconds since the last report.
Information,12/06/2018 18:20:58,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Input Mouse."
Error,12/06/2018 18:20:56,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
